,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27
SCARNA14,2.8229955e-05,-5.07137e-07,-1.4878543e-09,4.6079094e-08,0.002559387,-1.1848117e-07,0.0026421691,-6.5080376e-12,1.6291734e-13,-7.781269e-13,-7.8417806e-08,-1.3620692e-13,9.0826165e-07,8.328744e-15,-9.290564e-15,-3.7210237e-09,2.125607e-14,-2.0732724e-08,8.508711e-14,4.8624624e-08,-1.7418963e-13,-2.2962492e-08,0.0014227141,-8.450673e-08,0.0007211668,2.3614796e-13,2.5755595e-08,-0.0004157672
SCARNA18,0.00031346103,6.410691e-08,-4.2086315e-10,-1.6721087e-08,0.0020454372,2.8056549e-08,0.0018508222,-1.4486012e-12,-4.7060327e-14,6.0453807e-13,6.076141e-08,-8.5162975e-13,6.793164e-08,6.7863716e-15,5.4348065e-15,6.520161e-09,7.198712e-15,1.5558025e-09,-5.5186104e-14,-2.0400668e-08,2.0209873e-13,3.1552969e-10,4.9323203e-06,4.588872e-08,-0.00040497936,3.9258202e-14,2.895669e-09,-0.0018444381
SCARNA18B,-0.002503515,1.0144586e-07,-9.113994e-09,3.7996366e-09,0.001233836,-3.167156e-10,0.002531459,4.190346e-13,-3.0800103e-14,9.57074e-13,-2.1804725e-07,1.0819972e-12,-1.2414459e-07,-3.86792e-15,-2.1788396e-15,-2.1630084e-09,6.1444376e-15,-2.553753e-09,-1.7793277e-13,2.1097742e-08,-3.59736e-14,-1.1205016e-09,0.0035868008,-6.033005e-08,0.007006247,7.845017e-14,-2.8384877e-08,0.0022297488
SCARNA6,0.0011994768,-1.900106e-07,-1.8821258e-09,1.827665e-08,0.0022139826,-3.181266e-08,1.855486e-05,2.3137256e-12,8.458414e-14,1.1733243e-13,-2.8638863e-07,8.6605885e-13,1.6157894e-07,3.480894e-15,-7.2480965e-15,-5.6249103e-09,1.887142e-14,-1.5838474e-09,5.500321e-14,5.5898546e-08,-8.072624e-14,1.4885612e-08,0.0025900903,-1.0723081e-07,-0.002762257,1.7599623e-13,-7.897002e-09,-0.00023274528
SCGB1C2,0.0013075273,-2.3444358e-08,2.8235243e-09,-2.1316082e-09,0.00023550677,1.6107041e-08,-0.00017352449,-1.9993234e-11,2.6058558e-13,2.856918e-13,4.976197e-08,6.2406314e-13,-7.4193736e-07,-9.064115e-15,2.1499856e-15,-2.3394346e-09,3.4500502e-14,2.0664439e-08,-5.5436416e-14,-7.1860997e-09,7.029893e-14,6.5184422e-09,0.0003257743,-1.854434e-09,0.0010063903,-4.0811576e-13,-7.41181e-08,0.0042537474
SCGB1D1,-0.00020685147,1.620327e-07,-2.893476e-10,-2.1441422e-10,-0.0012619423,-1.1040274e-08,-0.0012302431,3.9692464e-12,-7.38575e-14,-3.154398e-13,-1.9326116e-08,1.998621e-13,1.2960406e-07,-7.568838e-16,3.3682869e-16,1.2316864e-10,-2.391927e-14,2.924525e-09,2.3851231e-14,1.1271233e-08,-8.255944e-15,2.947507e-09,-0.0011716046,-1.3157463e-08,0.00060914044,2.1242165e-14,-3.391193e-09,-0.00034072742
SCGB2B2,-0.0018983497,7.7616484e-08,4.7980877e-09,-1.00619575e-08,-0.0021400454,8.895935e-09,0.0015807856,-4.5281712e-12,1.5724691e-13,-3.1389583e-13,1.7485696e-07,7.390535e-13,3.750784e-07,1.0528736e-15,4.5742975e-17,2.694395e-09,1.2356277e-14,-1.4431756e-08,-1.392122e-14,-2.5742551e-08,-9.216316e-14,-1.52998e-09,-0.003866402,3.1632744e-08,0.004024011,-1.4902851e-13,2.6957606e-08,-0.00164004
SCGB3A1,0.0009425611,3.400592e-07,-8.203007e-09,1.8881574e-09,9.601515e-05,-5.918958e-11,-0.001319152,5.577178e-13,-4.6451836e-14,1.0065333e-13,7.437035e-09,4.8255405e-13,8.59959e-08,-6.0420995e-15,-1.8553967e-15,-5.1234317e-10,-1.0322829e-14,2.603005e-09,-5.784588e-14,-8.505022e-09,3.0159557e-14,-4.151577e-09,0.00020909308,1.9382842e-09,-0.0019990986,-2.1814591e-13,2.7648763e-08,-0.0005027356
SCIMP,-0.0035735695,-6.454749e-08,4.0634034e-09,-1.7161181e-08,-0.0030845366,3.8123822e-08,0.0020779949,-7.8788424e-13,6.8321305e-14,1.4284148e-13,8.435375e-08,-8.0423705e-13,5.159875e-07,-3.573571e-15,4.5106995e-15,4.592656e-09,-1.2905288e-15,-1.2893324e-08,-2.7530255e-14,-3.969491e-08,1.1919221e-13,-8.954127e-10,0.0013078629,6.5585155e-08,0.003241748,-1.9725161e-13,4.8963408e-08,-0.0008578434
SCX,0.00033854664,1.3884475e-07,-1.1261896e-09,9.6355395e-09,0.0016128555,-5.407879e-09,-0.0001801469,-1.026933e-12,-1.5166533e-13,1.3730458e-13,-5.5476164e-08,1.4838995e-12,-1.4132206e-07,-6.4308037e-15,2.842066e-16,-1.027497e-09,1.7943305e-15,-6.6379386e-09,1.1973849e-14,6.0884595e-08,-1.04822773e-13,-1.5526483e-08,-1.16710535e-05,-2.3942622e-08,0.0055426913,2.3700187e-14,-2.6133595e-08,0.0019143904
SDK1,0.0041374215,-1.7676021e-07,-8.152118e-11,2.0759913e-08,0.024548687,-5.395069e-08,0.020722326,-1.5402833e-12,4.4650613e-14,-1.2210458e-13,-1.0209479e-07,-2.217854e-14,6.111527e-07,-1.8733495e-15,-7.535435e-15,-5.991443e-09,1.4775179e-14,-1.8026071e-08,3.2577487e-14,3.6865934e-08,-7.471002e-14,-8.7557765e-09,0.034086697,-9.390533e-08,0.002035883,1.2838518e-13,6.2594296e-08,-0.040040877
SDK2,-0.0017032205,-4.6495817e-08,7.667879e-09,-8.663787e-09,0.0077700573,-1.7772617e-08,0.008465095,-6.311623e-12,2.4244322e-13,2.1675626e-13,-9.120405e-08,2.4689278e-13,2.2984088e-07,-1.47289e-14,-3.3358214e-15,-2.450691e-09,-1.6641077e-14,-4.343926e-09,9.299157e-15,-1.9841236e-08,9.595107e-14,9.2446175e-09,0.017155958,-3.4983053e-08,0.00041176792,1.1084179e-14,1.4350091e-08,-0.010340789
SDR16C6P,0.0007076696,-6.8914815e-08,3.2718384e-09,1.2596302e-09,0.0009194825,-4.5656017e-09,0.0005076061,-2.1825875e-13,-1.3100607e-13,-1.6618619e-14,-7.072209e-08,2.2999202e-13,-1.8395449e-08,-7.6496265e-16,3.676293e-15,2.6709537e-10,-1.5060739e-14,1.06564775e-08,1.131903e-13,-3.7055206e-09,-2.0216593e-14,4.5754886e-10,-0.001025826,-2.8661317e-08,0.0014036921,1.1247059e-13,-1.4782469e-08,-0.002446351
SELE,-0.00024845672,-2.4600166e-07,1.14254055e-08,1.5375592e-08,-0.00071172783,-5.6016486e-08,-0.0020163676,7.182063e-12,-1.4724112e-13,-8.674966e-15,-2.8844664e-08,2.9870672e-13,-3.2107303e-07,-5.013073e-15,3.743765e-15,-1.4320385e-09,-3.8622114e-14,1.0435437e-08,2.933961e-14,3.3343078e-08,-7.042417e-14,1.067959e-09,-0.00012337268,-8.062689e-09,-0.00013266258,1.4413903e-13,7.1619324e-09,0.0029350915
SELPLG,0.001085502,1.3634123e-07,-1.5032713e-10,-2.0619022e-09,0.00053466484,3.6309626e-08,-1.4808233e-05,4.960375e-12,-1.1359831e-13,1.1212901e-14,2.3158378e-08,-2.0026599e-13,-5.0972307e-07,8.444083e-15,1.6103855e-14,3.4893994e-09,-1.5158681e-15,1.530038e-08,-2.9318358e-14,-2.4513609e-08,-1.0811137e-13,1.653555e-10,-0.0021586334,2.5107108e-08,0.00016938015,2.0627812e-13,-4.0924192e-08,-0.004428496
SEMA3A,0.001237938,-2.3187255e-07,7.279082e-09,1.7777982e-08,0.015524883,-3.7305043e-08,0.015676418,-9.875562e-12,-1.6926552e-14,1.1253137e-13,3.268234e-08,-9.873176e-13,4.5617548e-07,7.038088e-15,-2.0553034e-14,1.45669175e-08,-6.7161145e-15,-2.074702e-08,-2.4021034e-14,-9.587721e-09,-1.8586888e-13,-1.1630089e-08,0.022359628,-1.0275177e-08,0.004295609,5.179115e-14,1.0434544e-08,-0.029963227
SEMA3C,-0.003538446,1.3667939e-07,-8.679099e-10,1.397144e-08,-0.005850931,3.266239e-08,-0.0047564604,2.2217048e-12,3.0033674e-14,-3.362303e-13,-4.759461e-08,3.7767307e-13,-3.3357838e-07,-4.2963933e-16,1.9063904e-15,3.3758205e-09,-1.3453597e-14,9.05814e-09,1.0976922e-15,1.0608113e-08,-1.8283193e-15,-3.7069955e-11,-0.0026521527,1.2602549e-08,0.0032555969,1.1504583e-13,-2.952373e-08,0.0085489815
SEMA5A,-0.0015949386,-2.543964e-07,4.10706e-09,1.3938892e-08,0.013108329,-3.9917868e-08,0.015551597,-7.8561745e-13,1.1792516e-14,-6.9596716e-13,-1.7353582e-07,-2.3015273e-14,4.808327e-07,1.3923672e-14,-2.3047168e-14,6.2348366e-09,2.5391617e-14,-1.5255049e-08,8.44737e-14,3.763059e-08,-1.5228754e-13,-9.101418e-09,0.020429151,-5.5321603e-08,0.007365193,1.9647809e-13,3.534194e-08,-0.021687943
SEMA5B,-0.00133395,-2.0122574e-08,9.314183e-10,-1.6623714e-08,0.006512514,-1.3474358e-09,0.0085573215,-1.1442008e-12,-1.5484357e-14,-5.0087517e-13,-2.2638298e-07,1.7263427e-13,3.4144396e-08,2.695808e-15,1.4004365e-14,-1.3536301e-09,8.763616e-15,5.6301247e-10,1.7097262e-14,2.5790879e-08,-6.6418896e-14,1.5582387e-08,0.014920397,-6.7825205e-08,0.004206226,1.3429976e-14,-1.6609752e-08,-0.013754935
SEMA6A,0.002977857,-8.645514e-08,3.5673045e-09,2.1764391e-08,0.016511073,3.8559347e-10,0.0142409215,-3.3825596e-12,4.831274e-14,1.5286259e-13,-2.9623186e-09,7.631281e-14,1.961641e-08,8.868958e-15,-1.7501745e-14,1.0588954e-08,-2.130859e-14,-1.0382651e-08,-9.7572436e-15,-2.7390605e-09,2.1415675e-14,-4.56937e-09,0.024200665,-1.3016212e-08,0.0033635076,-4.217648e-14,-1.0782888e-08,-0.03265995
SEMA6D,0.00062887365,-1.6762593e-07,8.1371326e-10,4.6429268e-08,0.0068576755,-1.1293543e-07,0.0039561433,7.205838e-13,2.4344882e-13,-1.5443206e-13,-2.9700848e-07,6.52522e-13,3.171757e-07,-4.9323126e-16,1.3510152e-14,-4.283023e-09,3.4132683e-14,-2.775355e-09,3.5037023e-14,5.255641e-08,-6.9850775e-14,-4.9635704e-09,0.008440119,-1.01251366e-07,0.0029963667,3.8782944e-13,5.9495118e-08,-0.00455615
SERINC5,0.00020821257,-2.9888483e-07,-4.7903286e-09,3.6731944e-08,0.010491055,-8.704769e-08,0.010430655,2.0348113e-12,1.05456286e-13,-2.1260444e-13,-1.6276259e-07,-4.622436e-14,4.1566614e-07,1.33388165e-14,-1.3669169e-14,3.802065e-09,5.828296e-14,-2.4165342e-08,4.4548756e-14,6.117803e-08,3.411914e-14,2.43499e-09,0.01542841,-8.74536e-08,0.0048025628,3.8920115e-13,1.4710013e-08,-0.01780889
SERPINA6,9.2964205e-05,1.734344e-07,5.1381717e-09,-3.1551168e-09,-0.00064682984,-4.4397513e-08,2.9901837e-05,-1.9482389e-12,5.019633e-15,3.065874e-14,-2.2160062e-08,5.06538e-13,8.487819e-08,1.1608389e-15,-1.2866277e-14,-4.292239e-09,2.5271502e-14,-5.9640475e-09,1.8880341e-15,7.801511e-08,-1.2958489e-13,2.5965359e-09,-0.0029470765,1.33984885e-08,0.0021277484,-2.5123405e-14,1.2057666e-09,-0.0028050742
SERPINA9,-0.0021565962,3.514501e-07,-1.2143967e-08,1.645987e-08,0.001149735,-5.2431304e-09,0.0031454812,1.645127e-11,-4.8442343e-14,9.782837e-14,-2.2028256e-07,-5.245939e-13,4.497954e-07,-1.7802417e-14,2.3207886e-14,-1.5196697e-09,-6.0985467e-16,2.9691861e-08,-6.151549e-14,1.0748968e-08,8.9736215e-14,-2.6152185e-09,-0.0013220804,-9.3789616e-08,0.0023855458,1.7263358e-13,-6.291909e-08,-0.002099453
SERPINB2,0.0016522616,3.5622222e-07,-1.512002e-09,-5.469865e-09,-0.00022892535,5.7873223e-08,0.00041237264,1.9348103e-11,-1.0781516e-13,-4.3348497e-14,-9.710817e-08,1.2147577e-12,-4.742195e-07,-5.3288757e-15,1.7377272e-15,-1.2289081e-10,-2.1967676e-14,1.304427e-08,2.8168413e-14,-1.5710722e-09,5.8926134e-15,1.1719435e-09,-0.0015755856,1.1917113e-09,-0.0012133042,1.0098778e-13,-6.972013e-08,0.0034789909
SERPINB9,0.0056889053,-1.279512e-07,-2.20019e-09,1.4146189e-08,0.008510854,-1.2321587e-08,0.0036292986,-2.2676605e-12,1.6493083e-13,1.347868e-13,1.9075554e-07,-5.8707835e-13,3.3208772e-07,8.1083494e-16,6.1784773e-15,4.342167e-09,3.5329314e-14,-8.072413e-09,6.594487e-14,9.553951e-09,3.2122105e-14,-1.1760019e-08,-0.0005958694,5.014212e-08,-0.0027727152,2.2113057e-13,4.9750398e-08,-0.014015793
SERPINE1,-0.0014389171,3.8683353e-07,-2.8556628e-09,-1.0911296e-08,-0.0058558024,4.576985e-08,-0.0045358413,7.0638118e-12,8.599773e-15,4.9400537e-14,9.566677e-08,2.1159539e-13,-6.9347794e-07,2.921681e-15,6.745262e-16,2.129006e-09,-1.1446575e-14,9.779534e-09,-2.0214875e-14,-2.2667864e-08,3.6207026e-14,3.821666e-09,-0.004304048,4.3802146e-08,0.0018898455,-3.685287e-15,-6.732217e-08,0.0073618153
SERPINE2,-0.00085466594,1.0893869e-07,2.5743891e-09,-2.1810585e-08,0.0016460752,4.3742826e-08,0.00062729727,3.1103937e-12,8.185149e-14,-3.5103786e-14,-4.7436423e-08,-7.196693e-14,-8.32256e-08,1.6731847e-15,-1.1600247e-14,-8.555212e-09,-5.1449754e-14,4.4858375e-09,8.1019896e-15,-5.4758022e-08,2.6938163e-13,-1.0724525e-08,0.00063170574,-2.8950764e-08,-0.001500283,-4.7550294e-13,1.0867649e-08,0.0031177877
SESN3,0.004198666,-1.9819578e-07,2.4635356e-09,9.223532e-09,0.013874708,-3.2412917e-08,0.00864314,-4.9699142e-12,3.3657034e-13,5.8429916e-13,1.3617225e-07,-4.568866e-13,-1.3904516e-08,-5.623628e-16,1.9284963e-14,3.0248173e-09,4.208387e-14,-2.3483184e-09,-2.229905e-14,-1.2145202e-08,1.601631e-13,-1.9879684e-08,0.010390611,1.9776876e-09,0.0009666522,-8.0565356e-14,1.4565528e-08,-0.014464987
SETBP1,-0.0033687784,-2.569727e-07,3.734194e-09,2.5034028e-08,0.0059376913,-6.022135e-08,0.010297017,-3.1813699e-12,2.548001e-13,-5.563549e-13,-4.4407912e-08,-7.6338926e-14,5.163667e-08,-8.35918e-15,2.0451214e-14,1.7654589e-08,6.941475e-14,-7.764391e-09,-1.0301601e-13,1.2127582e-08,-1.0225666e-13,-2.8465038e-08,0.02224334,1.1869854e-08,0.009883564,-9.604944e-14,-5.751655e-09,-0.020079724
SF3A1,0.0018149443,-1.1665633e-09,-9.832986e-09,-1.61334e-08,-0.00013188341,3.9583437e-08,-0.0041767284,-2.395891e-12,1.1631421e-15,3.1557187e-13,-1.3845975e-07,-1.3229843e-12,-1.2363743e-07,1.00157445e-14,-5.86888e-15,-3.952088e-09,-1.2409615e-16,1.3845383e-08,-1.6433338e-13,-4.38857e-08,-7.615445e-14,-2.2719802e-09,-0.0050991364,-6.333601e-08,-0.00072404736,1.794777e-13,-1.932833e-08,0.0022377293
SF3A2,0.0003929749,-3.798381e-08,5.2463576e-09,2.6329928e-08,-0.004633844,-4.0266027e-08,-0.0073504145,3.8190835e-12,6.468e-14,-7.632386e-14,-2.1466583e-07,1.5020686e-13,-2.984636e-08,-1.98772e-15,-5.485893e-15,-2.8202382e-10,1.8197182e-14,9.467076e-09,3.0856814e-14,4.0212697e-08,-4.2123823e-14,-7.1974027e-09,-0.0066996324,-6.2409505e-08,-0.000192813,6.6875765e-14,2.8560447e-09,0.008724164
SFMBT2,-0.0022917714,-8.227517e-08,5.0723767e-09,2.0506146e-08,0.006999351,2.8120104e-09,0.008420609,-3.9957334e-12,5.746128e-14,3.10576e-13,-2.4598637e-07,6.1193623e-13,-7.9583895e-09,-3.955986e-15,-9.0230574e-15,1.1132432e-08,-1.836601e-14,-2.9010534e-09,1.373051e-14,-1.4004898e-08,-6.366063e-14,6.577177e-09,0.019464046,-4.2371347e-08,0.0076062316,-1.9407219e-13,-6.3774253e-09,-0.012533488
SFTA3,-0.0015435028,-2.7196083e-07,-5.727768e-09,2.1541293e-08,-0.0008595308,-6.439395e-08,0.0010004357,-1.5775644e-12,-7.253672e-14,-5.991882e-13,-1.5535443e-07,1.01265e-12,2.3289742e-07,-5.948369e-15,-3.603559e-15,5.908056e-09,-4.0458656e-15,-1.657775e-09,1.7385985e-14,1.5543472e-08,-2.4638486e-14,-1.0062526e-08,-0.0010261193,-2.0556692e-08,0.0027943263,9.099598e-14,3.9082764e-08,-0.0009487192
SFXN2,-0.000698107,4.0082035e-08,2.0646975e-09,-8.386162e-09,0.0055276453,5.0287248e-08,0.0050022053,7.383911e-12,-3.6700837e-13,-2.8427762e-13,-2.8589162e-07,6.879752e-15,-1.04659215e-07,7.7693647e-16,2.975833e-14,-7.454797e-09,-5.4146934e-14,-1.9683435e-09,4.2443452e-14,3.3149913e-08,-1.847022e-13,-6.1643117e-09,0.007763,-7.917466e-08,0.0014919668,1.8719744e-13,6.101068e-09,-0.00717062
SGCD,0.00063626317,-1.8712069e-07,-9.056823e-09,-6.408352e-08,0.0056710285,-1.0681701e-07,0.005244689,-3.5552078e-12,6.146089e-15,1.486001e-12,-3.4744144e-08,1.7479831e-13,4.41025e-07,5.639356e-15,-3.3023673e-14,-5.9425003e-09,3.219248e-14,-2.1449196e-09,-9.8464084e-14,6.205902e-08,5.3228114e-13,-1.3819905e-08,0.010534646,-2.9067545e-08,0.0029189782,3.408501e-13,7.4127406e-08,-0.008519966
SGMS1,0.0014451436,-1.5963172e-07,1.4461056e-09,1.05902505e-08,0.019437348,-1.852124e-08,0.018163074,-5.167905e-12,1.6404743e-13,-3.9154238e-13,-2.6147262e-07,4.91036e-13,3.094716e-07,2.63302e-16,-1.2805353e-14,-4.0517656e-09,2.180268e-14,-1.8465816e-08,6.372721e-14,2.3351152e-08,1.2285311e-14,-4.978789e-09,0.03074489,-1.3365943e-07,0.007152882,-1.9608504e-15,9.936595e-09,-0.029773017
SH2D1A,0.002051622,-1.2291194e-08,-2.7536917e-09,1.3023913e-08,0.0015478552,-2.0822432e-08,-0.0013903917,-3.8111944e-12,1.1704694e-13,-2.2426017e-14,-2.0687094e-07,-2.4961047e-13,-2.0972426e-08,-1.2737372e-14,-6.2481538e-15,-6.7105717e-09,1.0186385e-14,1.9835984e-10,2.1529215e-16,4.0863238e-08,4.9150078e-15,5.263631e-09,0.0011322637,-7.30898e-08,-0.0040919166,1.830362e-13,-9.002078e-09,-0.0002460232
SH3BP4,0.0020600383,2.2262268e-08,-3.4626861e-09,5.669522e-09,0.007710835,-2.1210464e-08,0.0060599064,-9.556596e-12,2.0944062e-13,3.3276138e-13,-2.4653357e-08,-2.4805112e-13,1.251126e-07,8.06374e-15,7.556751e-15,-8.025502e-09,7.0799024e-15,-1.0554158e-09,-3.785931e-14,5.9029515e-09,-8.308623e-15,-1.7003586e-08,0.009434043,-1.3528632e-08,-0.0004687157,1.3167961e-14,2.8453732e-08,-0.010307105
SH3GL2,-0.0018799391,-2.1439487e-07,1.1628584e-08,-4.8034163e-09,0.008134763,-3.19667e-08,0.012867429,-4.811602e-12,-4.2427287e-14,-4.6290716e-13,1.0053544e-07,-3.3281293e-13,4.9402695e-07,-6.0069984e-15,-1.3352048e-15,-2.784409e-11,-3.4815653e-14,-1.3587842e-08,1.4229498e-13,-6.8588513e-09,6.493958e-14,-2.0899542e-09,0.0130409105,2.4581535e-08,0.0017144904,-1.6487183e-13,3.7518266e-08,-0.019666867
SH3RF1,-0.0005322426,-1.1776115e-07,-4.847451e-10,1.2998805e-08,0.007921275,-5.648592e-08,0.008253206,3.954968e-12,5.91029e-14,-7.565155e-14,-1.5598043e-07,4.181321e-13,2.6391955e-08,4.7266986e-17,-8.346651e-15,-1.5572204e-09,1.2402804e-14,3.128522e-09,2.1670686e-15,3.0295848e-08,1.6551828e-14,-3.9969343e-09,0.019170236,-3.2738274e-08,0.0055891336,2.340335e-13,8.875048e-09,-0.014810004
SHB,-0.004283157,2.2812831e-07,-5.7834346e-09,2.4216456e-08,0.0032372423,6.39626e-08,0.00909338,1.9992742e-12,-3.43904e-14,6.118421e-13,1.6247083e-07,-4.0229755e-13,-8.214421e-08,-1.6006424e-14,-1.4173258e-14,2.5102533e-08,-5.868128e-14,-1.1888992e-08,-2.0825159e-13,-9.387962e-09,1.8075072e-13,1.9645569e-08,0.013980509,9.6619864e-08,0.00902995,-4.5474052e-13,-4.372797e-08,-0.01370101
SHCBP1L,-0.0036862856,-4.5800707e-07,9.047818e-09,6.2239075e-10,-0.0008242154,-3.638892e-08,0.0022573392,-1.2067272e-11,1.1378508e-13,3.0653531e-13,1.7673818e-08,-1.236045e-12,3.6250495e-07,-3.497685e-15,-4.084873e-15,-3.5949657e-10,3.0293754e-14,-1.8776685e-08,-2.7518696e-15,4.4036705e-10,-2.5033942e-14,-4.6993325e-09,0.001984238,9.003653e-09,0.0038065147,-9.070585e-14,3.624629e-08,0.002374377
SHH,-0.003158021,2.337538e-07,-1.1223605e-09,-1.4735746e-08,-0.0061387205,5.974645e-08,-0.0051842276,1.4960021e-12,-9.8853495e-14,4.779776e-15,6.702444e-08,-1.3122206e-13,-3.3738193e-08,-1.7598379e-16,-4.6592818e-15,-4.7066973e-09,1.2195642e-14,4.321482e-09,2.2401205e-15,-6.4988583e-09,-2.3658989e-14,-1.9455673e-10,-0.0038040294,-2.5401624e-08,0.0017281234,-1.2398063e-13,9.912054e-09,0.009215611
SHISA6,-0.0021316141,-2.0365823e-07,-7.60041e-12,-7.73924e-09,0.0036160485,-3.279801e-08,0.006047839,-3.615966e-13,-9.2288685e-14,-1.752863e-13,-4.6418926e-08,-5.067504e-13,2.497443e-07,-6.571156e-15,-4.535522e-15,-4.9120774e-09,2.1472402e-14,2.5261253e-09,-3.9072522e-14,3.6597925e-08,-1.3371236e-13,-9.362209e-09,0.011006117,-3.2808074e-08,0.0025735528,1.4011904e-13,1.5772939e-08,-0.009016461
SHISA9,0.004798149,-8.509681e-08,5.838374e-09,8.4766265e-09,0.018400788,3.9974006e-09,0.015440889,-9.051352e-12,-1.7414046e-13,6.512758e-14,1.4296894e-08,-1.7247463e-12,-4.2024957e-09,2.802122e-15,-2.888436e-14,5.2439613e-09,-8.1540186e-15,1.0061244e-09,-7.886279e-14,-6.19174e-08,-5.7911295e-15,-1.06631255e-08,0.02708595,-3.4685893e-08,0.0017697181,-2.2633963e-13,6.3829737e-09,-0.03607637
SHOX2,0.0019826277,-1.471646e-07,-1.8623482e-09,2.1095456e-08,0.0008941692,-5.6033798e-08,0.005170927,1.2604335e-12,1.226913e-13,3.5199196e-14,-1.76369e-07,1.8325596e-13,9.8933334e-08,-2.6603801e-15,1.3153972e-15,4.3799053e-09,2.7303255e-14,-3.9915546e-09,1.8997348e-14,3.79659e-08,-7.5220056e-14,-2.3244693e-09,-0.0036282137,2.2679025e-08,-0.0009500539,7.660724e-14,1.02859365e-08,-0.0059418487
SHROOM2,-0.007233849,-1.1843053e-07,-5.213605e-09,2.3142623e-09,0.0027140097,3.248314e-08,0.012771013,-1.9165288e-12,1.07678935e-13,5.538943e-13,-1.7331272e-08,-7.3806467e-13,3.038979e-07,1.0355363e-16,-4.5996417e-15,-1.8846265e-09,-5.5719513e-15,-6.4968955e-09,-7.533138e-14,-6.625835e-08,8.1541416e-14,1.8661868e-08,0.013248906,1.867834e-08,0.0010118058,-2.345714e-13,2.0945887e-08,-0.0100024305
SHROOM3,-0.001096091,-2.489918e-07,5.1529234e-09,1.5729341e-08,0.009069646,-2.2258023e-08,0.010520233,-5.214948e-12,1.9749596e-15,1.7947061e-13,-3.8809663e-08,8.915794e-14,3.6366364e-07,2.0939542e-15,-2.954119e-14,5.519268e-09,-9.2988005e-15,-3.4615204e-09,1.7188873e-14,3.896849e-09,3.184523e-14,8.028479e-09,0.013060318,-1.8909775e-08,-0.0016602013,-1.2339938e-13,3.969335e-08,-0.013806562
SHROOM4,-0.002762195,-3.275371e-07,6.0242398e-09,2.8777265e-09,0.0049985982,-3.543986e-08,0.008898764,-9.467635e-12,-3.6661473e-14,4.158702e-13,6.298499e-08,-9.0854716e-13,8.634659e-07,-1.3294865e-15,2.1437874e-15,2.7165017e-09,2.119943e-14,-1.2204697e-08,-1.4886236e-14,-1.4652786e-08,-2.4355101e-14,-1.5059062e-08,0.011957533,2.979252e-08,0.007160973,-1.769895e-14,1.00219836e-07,-0.014028071
SIDT1,-0.00020797216,-3.9052548e-08,1.6214187e-09,7.688734e-09,-0.000493305,1.1829375e-08,-0.0012959004,2.0789925e-13,1.0344592e-13,-1.2828631e-13,1.03037095e-07,1.1851507e-13,3.1634977e-07,-4.9089913e-15,3.2723166e-15,3.842325e-09,4.7650503e-15,-6.867683e-09,1.17574915e-14,5.485754e-09,2.2040524e-14,-4.683441e-09,0.0005450656,3.4113942e-08,-0.00072223693,3.209874e-14,3.751606e-08,0.0016738377
SIGLEC1,-0.00026540816,3.7450417e-07,-3.156349e-09,-5.0785443e-09,-0.0023780235,6.252133e-08,-0.0018653998,1.642385e-12,-1.2491588e-13,3.081541e-13,3.5314426e-07,-4.849471e-13,-5.131268e-07,1.0858474e-14,1.0814631e-14,1.1218754e-08,-8.314837e-15,7.917111e-10,-7.468972e-14,-7.25144e-08,2.5243198e-14,-9.486522e-10,-0.0018270691,1.449887e-07,0.0054714917,-3.146722e-14,-6.703645e-08,0.0010014966
SIGLEC11,0.002160861,1.3778535e-07,-1.04854605e-08,5.4470184e-09,0.002452313,-4.417217e-08,-0.0016084985,7.060769e-12,-1.2508754e-13,-2.7540193e-13,-5.31304e-07,9.099259e-13,-7.4060046e-07,-1.9877729e-14,-8.8773136e-15,-1.5819067e-08,3.853523e-15,1.6064275e-08,1.14376875e-14,7.9503174e-08,-2.2294115e-15,2.35186e-08,0.004661244,-1.6764363e-07,-0.0039150263,4.112777e-13,-6.6794065e-08,0.0018996329
SIGLEC15,-0.0013950871,1.5641758e-07,-1.3975167e-09,9.857744e-09,-0.0015198385,3.56917e-08,-0.00042744132,5.396165e-13,9.549591e-14,2.2932933e-13,1.12973616e-07,-2.3878176e-13,4.2743312e-07,-4.288066e-15,-7.104435e-15,3.206108e-09,-1.7563796e-14,8.414637e-09,-3.1781774e-14,-3.503197e-08,6.3755086e-14,7.415369e-09,0.0010175606,5.958235e-08,0.0015429455,-1.4295008e-13,2.4796071e-08,-0.00047910353
SIM1,-0.0028804168,1.2749144e-08,-9.186429e-09,-3.5182754e-09,-0.00053062686,3.403242e-08,0.0030975982,8.634377e-12,-2.5248442e-13,2.7597138e-13,1.8035374e-07,-8.9648054e-13,1.8578934e-08,1.8277684e-14,6.827778e-15,6.9866966e-09,-2.5103726e-14,7.25018e-09,1.0802967e-13,-8.079643e-09,8.095215e-14,-3.2413467e-09,-0.0030220284,8.616081e-08,0.007246007,-1.5567121e-13,1.6683673e-08,-0.00020375603
