,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27,phi_28,phi_29,phi_30,phi_31,phi_32,phi_33,phi_34,phi_35,phi_36,phi_37,phi_38,phi_39,phi_40,phi_41,phi_42,phi_43,phi_44,phi_45,phi_46,phi_47,phi_48,phi_49,phi_50,phi_51,phi_52,phi_53,phi_54,phi_55,phi_56,phi_57,phi_58,phi_59,phi_60,phi_61,phi_62,phi_63,phi_64,phi_65,phi_66,phi_67,phi_68,phi_69,phi_70,phi_71,phi_72,phi_73,phi_74,phi_75,phi_76,phi_77,phi_78,phi_79,phi_80,phi_81,phi_82,phi_83,phi_84,phi_85,phi_86,phi_87,phi_88,phi_89,phi_90,phi_91,phi_92,phi_93,phi_94,phi_95,phi_96,phi_97,phi_98,phi_99,phi_100,phi_101,phi_102,phi_103,phi_104,phi_105,phi_106,phi_107,phi_108,phi_109,phi_110,phi_111,phi_112,phi_113,phi_114,phi_115,phi_116,phi_117,phi_118,phi_119,phi_120,phi_121,phi_122,phi_123,phi_124,phi_125,phi_126,phi_127,phi_128,phi_129,phi_130,phi_131,phi_132,phi_133,phi_134,phi_135
ACVR1,0.0014502079,0.00090013555,-0.008521872,-0.0013112767,-0.0005211908,-0.0008040827,-0.001027538,-0.00015403568,0.00038421113,0.00022479244,-0.0011153774,-0.00083119876,-0.00079330336,7.575927e-05,0.00014915504,-0.0007558414,-0.0018692625,0.0015688149,0.0016111139,0.000121063546,0.00089643174,0.0043519167,0.00037579134,2.5368441e-05,0.00088062586,0.0009468631,-0.0019608294,0.00097271055,0.003835323,0.0011825403,0.0048979637,0.015453055,0.0028500482,-0.001737147,0.003790394,0.0014388853,-0.0021492145,0.0014118952,-0.00077098346,-0.0017937288,0.0062936833,-9.781196e-06,0.0021887564,0.0025083215,-0.00032315732,-0.0022299092,-0.00025899985,0.0016194963,0.00048018454,-0.002050058,0.001637283,-0.0002541595,0.0007510772,0.00011447689,0.0023977088,-0.0015773106,-0.0064142635,0.0013914251,-0.0038912944,-0.0023105093,0.0043005245,0.0008898801,0.0006321447,0.0035190808,0.00027391294,0.001999467,0.0031098346,-0.0025607215,0.00011670635,0.002867145,-0.005700054,0.0011647802,0.0011801092,-0.0011009928,0.0011610216,0.0014393483,-0.0034009216,-0.0009143489,-0.004043704,0.00095512293,-0.002536635,-0.0049516205,-0.002810602,0.0023196766,0.0066126743,0.0037037923,0.0012917098,0.0024307424,0.00095479353,0.0013320936,0.00010656883,-0.0023310615,0.0035730149,0.004590378,0.0013126547,0.0035164293,-0.0025749125,-0.0025897422,0.0032686377,0.0018121577,-0.0035571642,-0.0012460947,-0.00026014564,-0.0012113879,0.005215492,-0.0014050809,-0.0030373828,0.0008487317,-0.0030867169,0.0036873547,-0.0027071065,-0.0007986057,-0.0005072745,0.00434547,-0.003955138,-0.0033344189,-0.00205938,-0.0023255139,-0.000594655,0.003374044,0.002759082,-0.0057253395,-0.00044270835,0.0035162298,0.00544896,0.00054172805,-0.0023959563,-0.0010347208,-0.00084452424,-0.002650596,-0.006621628,0.0016692216,0.0006059795,-0.0011923481,-0.006825005,-0.0040797754
ADAM12,0.0005434054,0.0010667703,-0.0010413097,0.00034543328,0.00021361414,0.00062374276,-0.001791965,-2.076641e-05,-0.0018842613,0.0017431504,0.0006395096,-0.0025961944,0.002312417,0.0010166927,-0.0035201295,0.0030066746,-0.0035668202,-0.0021993802,-0.0001699216,-0.0032577168,0.0039785705,0.00023232988,0.0039708195,-0.0019206591,-0.00011154803,-0.00039322808,-0.0027227048,0.007286004,0.0016835503,0.00029024383,-0.0013754778,0.00047332863,-0.005181345,0.0010229334,-0.0014002463,0.001785384,8.8768014e-05,0.0034103808,-0.0028255195,-0.0022568135,0.0015740773,-0.00493081,-0.004903845,0.0056132935,-0.0008604071,0.0044519063,0.0016481647,0.0023532473,-0.0015715066,0.0026166171,-0.008162288,0.0015223715,0.0027189595,0.0023829858,0.007537607,-0.00057919987,-0.005243954,-0.000763951,-0.0040186024,0.0015881665,-0.003141466,0.002793028,0.00084591075,0.0029642095,0.0013438986,0.0021078002,-0.0016880996,0.00093390717,0.0012029875,-0.005480151,0.00048898446,0.00025963335,0.0041532223,-0.0030437892,-0.00042273017,0.0011077547,-0.0023390355,0.0031870443,-0.0028528904,0.00015412748,-0.00018448448,-0.0015938277,0.0021818895,-0.0012778824,0.0036827873,0.0024771905,-0.0005150796,-0.006149997,-0.0053521227,0.0054136952,-0.004329349,-0.0030177564,-0.001968719,0.0013011092,0.0009893266,-0.002079259,-0.00048461548,0.0027298734,-0.0032481155,0.0055333455,-0.0007634108,-0.001598657,-0.0038455324,-0.0013790093,-0.010493885,0.0023367833,0.008575438,0.00037595088,-0.0062422794,-0.0020113264,0.0040464457,0.0010519689,0.005922514,0.0060858186,0.0028693476,0.00048102057,0.0025757018,-0.0008451308,-0.0026700837,0.0051814243,-0.0022316754,-0.0021903967,-0.0026134236,0.005439249,0.010637414,-0.0053814244,-0.00012425937,0.0068746996,-0.010862421,0.006126296,0.0052655935,-0.017411662,0.012467267,0.0069088796,-0.01810378,0.0005709767
ADAMTS12,-0.0014282386,-0.00050343585,-0.0038637435,-0.0004817172,0.0014752785,0.0006656527,-0.0044876696,-0.00042082887,-0.0015108947,0.0038916948,-0.0007319921,-0.0025842478,0.00046236135,0.0012538561,-0.0016752095,0.0020515441,-0.003554822,0.0006159573,-0.0015428049,0.0008199141,-0.007358837,0.0017393798,-0.0026367384,0.0026424685,0.0024843689,-0.0012860284,0.004052136,-0.0014815498,-0.0003033326,0.00026031892,0.0021977215,0.019480469,-0.0023412094,-0.0016959388,-0.0036508788,0.0030661447,0.00010667995,0.00032080448,-0.0013312852,0.0021731928,0.002913091,-0.0028533007,-0.0032175756,0.0025863268,-0.0035302257,-0.004828339,0.00063888496,-0.0008260633,-0.001252301,0.00076178106,0.00067602535,-4.0596427e-05,-0.002831984,0.00030110124,0.00240803,0.00069999124,0.0017001693,0.0019178231,-0.0036758173,-0.0027046688,0.0011731635,-0.005316388,0.00079919916,-0.00342295,0.0024890497,0.0011480312,0.0031514466,-0.0031837057,-0.00017439651,0.0013704142,-0.003890959,-0.001781204,-0.0005863936,-0.0003329155,-0.0010894072,0.0028206639,0.0026983467,0.0023362616,-0.00090234296,0.0010686552,-0.003012074,-0.007389844,-0.0045393277,-0.0029073306,0.009441254,0.0006940661,-0.005082585,0.0039883982,-0.0016921276,-0.0012824376,-0.0010808068,-0.009403152,0.00034352843,0.0035086486,0.0003583021,0.0025404384,0.0010474265,-3.2057247e-05,0.002671012,0.0014191908,-0.0011332172,0.0028834995,-0.003536125,-0.0030104145,-0.0037017455,-0.0018355943,0.0032068612,0.0008707331,-0.010866678,0.0019972608,0.0046216985,-0.003971901,0.002034259,-0.0028880185,-0.00011748486,-0.0032181102,0.001357073,-0.00073433854,-0.0030743792,-0.00042731033,-0.0003702827,-0.0068031205,0.0007318157,0.00043886938,-0.0011116056,-0.003887998,-0.002726875,0.0030921747,-0.0005319893,0.0019233297,-0.0024525009,0.0005525308,0.0029971118,-0.0005226672,-0.000501651,-0.0042144335
ADAMTS17,0.0042311084,-0.00036257488,-0.009863356,-0.00084545993,-0.00041724087,0.00016800532,-0.0007668874,7.1945295e-05,0.00055559014,-0.0012860744,-0.00028834143,-0.0016216441,-0.00038583347,0.0010625472,-0.0008543916,0.0018253698,-0.0036773472,-4.8673255e-06,0.0044129128,0.0039347652,0.0021794422,-0.0012490888,0.0011488983,-0.0016306319,0.0010115313,0.004662475,-0.002973646,-0.002938233,-0.0005729517,-0.0061242143,-0.00060393254,0.012006674,0.0021787751,0.0031053924,-0.0007221819,0.0002907779,-3.545922e-05,0.002218947,0.00040469746,0.0030744146,-0.000118487456,0.00019662213,0.0009376814,-0.00029897926,-0.0007507445,-0.00082596374,0.0070939455,-0.0012057383,0.0017707034,0.00036105074,-0.00085850264,-0.0012247295,-0.0014967036,0.0027349764,-0.00016773153,0.00036959842,-6.578225e-05,-6.4514854e-05,-0.0011778395,0.005451168,-0.0018473469,-0.0012540596,0.0024960611,0.0067161093,-0.0011114372,-0.0016673576,0.0002110617,0.00036309203,0.0011399047,-0.0059811124,-0.003087608,0.0010456516,-0.00018115705,-0.0027462523,-0.0025969637,0.0036953064,-0.0022783177,0.0039227703,-0.0022258838,0.0034438558,0.0010974627,-0.003675678,-0.0023481424,-0.00097094453,0.005135208,-0.0013372733,-0.0028295834,-0.0012481308,-0.004486812,0.0015736949,0.00517949,-0.000964569,0.0025388787,0.004438285,0.00209571,0.0043802205,0.0012783838,0.0011739843,-0.0010447706,0.007040411,-0.00078742474,-0.00020746981,0.002007465,-0.0049536396,0.0017306249,0.00040303785,-0.0057738866,0.0022234982,-0.0050862017,0.0034684746,0.0016737261,0.0011572286,0.0038072672,0.0030216952,-0.0027216421,0.00036443523,-0.0013777865,-0.0016003519,0.0011775435,-0.0027926355,0.004076125,-0.0009866852,-0.0009159694,0.006199908,0.0012382171,0.0055843266,-0.0003111616,0.0020136668,-0.0011263799,-0.0015742135,-0.003689929,0.0025378899,0.0022582356,-0.0047604027,-7.4033735e-05,-0.0025751286
ADAMTS19,-0.001456542,0.00021371497,-0.011047264,-0.0011219714,-2.8222705e-05,-0.00036623684,-0.0033836022,-0.00055326364,-0.0011958345,0.0047536884,0.00090882636,-0.0003899667,-0.0017317145,-0.0009372228,0.0030036923,-0.0001690111,-0.0044709556,0.0030786847,-0.0011904446,0.0002635555,-0.0011211778,0.0020248399,-0.0032141183,-0.002656167,-0.0017364067,0.0020787797,0.003267683,-0.0016361485,-0.0019450035,0.002992278,0.005084878,0.031213282,-0.001305116,0.004022742,0.00092902454,-0.00065139175,0.0038875092,0.00051759696,0.004456253,-0.0012704714,-0.0025005646,0.0013909489,0.0025287352,-0.002608717,0.00038082933,-0.0042392253,0.0020094237,-0.0001451405,-0.001846024,-0.005607669,-0.00012128231,0.001344496,-0.0019272646,0.0013954616,-0.0062892847,-0.0019044216,-0.0004368921,0.0036895364,-0.0057832794,-0.0014536317,-0.0014403623,0.0023958676,0.0028254206,0.0037010666,-0.003144485,-0.0006206626,0.004559373,-0.0027005945,0.0035953782,0.0001333625,-0.0031656094,0.0006366984,-0.0020840294,-0.004361686,0.0032341895,0.0035088272,-0.0015305424,-0.0018570025,-0.0010785369,0.0005828439,-0.0013547066,-0.0080589615,0.002661569,-0.0023622639,0.00488955,-0.002013787,-0.0037740937,-0.0002110329,0.005538201,0.00036995226,-0.0018415024,-0.003965698,0.0018672846,0.00485529,0.00022714036,0.00052162097,-0.00015669514,0.0021548127,0.0014477498,-0.0003167488,-0.0056034294,0.0016342662,-0.0011612927,0.00064195297,-0.0023276124,0.0018612919,0.0026925437,0.003679177,-0.012264992,-0.0018093203,0.0034254678,-0.0015023731,-0.00022374661,-0.0014055615,-0.004521612,-0.0029141712,-0.0020343384,0.0008819945,0.00074875355,0.0009827503,0.0032079488,-0.006600939,-0.0007345882,0.004763121,0.0001705075,0.0049331263,-0.0011646971,-0.0028485684,0.0034089875,-0.001421312,-0.008638457,0.00057110836,-0.0017807893,-0.0032599478,-0.0027426078,-0.0043614535
ADAMTS20,0.0042760344,-8.68863e-05,-0.015485125,-0.0003038799,-0.0007045458,-0.00059017405,-0.0003466639,-0.0013009118,-0.00043089755,-0.0013571192,0.0006057579,6.6086577e-06,-0.00026833214,-8.702658e-05,0.0014957554,-0.0011934333,-0.0026857483,0.0025575934,0.0002869067,-0.0008356456,-0.0015718753,0.0020846825,-0.003715261,0.001603198,0.003073107,0.0013306581,0.0022998208,-0.000753851,0.0025034386,-0.00040032322,-0.003251543,0.018144928,0.00020553476,0.0025480613,0.0016575338,-0.0009880813,0.001437948,-0.0002523871,-0.00038785773,0.00055442116,0.00016184122,-7.0825976e-05,-0.0006128394,-0.0014600221,-0.0008587503,-0.002270435,-0.00053983496,-0.0015166485,-0.00031199615,-0.0017009007,0.00010159946,-0.0018467715,-0.004383976,0.0032827337,-4.1472656e-05,-0.0014158826,0.0022058522,-0.00015196398,-0.0036990219,0.0053164875,0.0012096593,-0.0016633223,-0.0026560815,0.0013457072,-0.005870669,-0.0013871875,-0.00039065102,-0.0023955193,0.001034581,0.00020505856,-0.0024090898,-0.005283812,0.0006916501,-0.005464269,0.006265502,-0.00408517,-0.0010862041,0.0015790411,-0.007114034,-0.0032795593,-0.00065207144,-0.0031043421,-0.0012967127,-0.004642346,0.00021520366,0.0015932041,0.00096170005,0.003850078,0.002135594,0.0014762334,0.0011987786,-0.007200223,-0.00035158385,0.003600315,0.00179041,-0.002066303,-0.0039174547,6.435105e-05,-0.0007160214,0.0022773137,-0.0042594094,0.009584656,-0.0016278493,0.0010350171,-0.0015941012,-0.0010514588,0.0022061996,0.005691701,-0.009021106,-0.0019774719,0.00017509796,-0.0013826654,-0.0037165633,-0.0062153367,-0.0066101253,-0.0038465294,0.0031336588,-0.0021487547,-0.0015160175,0.0005153598,0.0022041234,-0.0011532388,0.0007034996,-0.0017716197,0.0028244858,-0.0038312497,-0.006304793,-0.0056636217,0.0027717676,0.0010252726,-0.0018767343,0.0028636167,0.0016772117,-0.000757978,0.0011585553,-0.0039611636
ADAMTS3,0.0019488933,-0.00067890587,-0.0077924468,0.0009399653,0.0020090814,0.00081292784,-0.0022482376,0.001701396,-0.00045989887,0.00040312312,-0.0010717919,-0.0010737535,0.0007671675,-0.0005691234,-0.0008467017,-0.000673829,-0.0006289417,0.0009912965,0.004197321,0.00029892978,-0.005406437,0.0029722243,-0.0013766959,-0.0015963755,-0.00071993587,-0.0020123592,0.0025738776,0.0024101427,0.0050243237,0.0016331867,0.0037281448,0.014811182,-0.0002690632,0.005844514,-0.0011126489,0.0021359301,-0.0006969808,-8.29941e-05,0.0018459238,-0.00061584025,3.446684e-05,-0.0004412571,0.0023079405,-0.0012916812,-0.0013554116,0.0016470051,0.003050462,-0.0008698039,-0.00222821,-0.005217375,0.0014908903,0.0067539844,-0.003169329,0.00049273716,0.002333193,0.0025193985,-0.000998435,0.005476839,-0.0028212478,-0.00284228,0.004121763,-0.000797802,-0.0022757447,0.00032116068,0.0034925693,0.0027878277,-0.0021837263,0.0026714916,-0.0009936851,-0.0046105054,-0.002363792,-0.0008539563,0.002165102,-0.0020942236,0.0012925642,-0.0009600652,0.00050211925,-0.0008765335,0.0005979922,1.9438483e-05,-0.0019716474,-0.0049508717,-0.0014887492,-0.0027971624,0.0062741237,0.00082780386,-0.0025119695,0.0015092269,-0.0027276077,0.0016571974,-0.0019331316,-0.00018302177,0.0037031637,-0.0030019854,-0.0007446947,0.0006508052,0.0021422445,0.005295169,-0.006103484,0.000769463,-0.0039437967,0.005661975,-0.0018574502,0.0020822992,-0.0005050214,0.0008581978,-0.0020505497,-0.00089196424,-0.0060373736,-0.00070661714,0.0031848266,-0.0023333393,-0.0011130426,-0.0013973647,0.0012551883,-0.003584457,-0.001408396,-0.0032646596,-0.002281879,0.0042794487,0.00049097167,-0.004797096,0.00015785765,0.0040634573,0.003262656,-0.0017629806,-0.0040507424,-0.0010185622,0.0021008225,0.003614271,-0.0012055552,-0.0030863741,-0.0043890644,0.0015151552,-0.0028572818,-0.0026281923
ADAMTS6,0.0013182753,0.0004648567,-0.00478166,-0.0024367603,0.0012452225,0.0004057516,-0.0008629764,-1.5584437e-05,-0.0007769095,0.0019049745,-0.0019212362,-0.0009291888,0.0013129461,0.0018908478,-0.0014960866,-0.00044058732,-0.002579094,0.0004771431,-0.001815675,8.295301e-05,0.0078115696,-0.0023701263,0.002670985,-0.0009861583,-0.006406045,-0.0035239519,-0.0009230716,0.0047688857,0.0024219065,0.0009048857,0.0013834708,0.011333526,0.0033172318,0.0036428268,-0.0012552679,0.0015157779,-0.0008336945,0.002610811,-0.0013303616,0.0042927177,0.0068156742,-0.0063411393,-0.0002476418,0.0037243832,0.0007268982,-0.0027761322,-0.0021466194,-0.00035004786,0.0022482595,-0.0034306052,-0.0037977418,-0.00023065413,0.0016700586,-0.0023293782,0.0011848715,-0.0013300602,-0.0006316856,-0.0057823234,1.1796128e-06,0.0061812773,0.00542071,0.0014690809,0.00024633092,0.0023253434,-0.0017442143,0.0005975336,-0.0023554955,-0.0009946245,-0.001520285,0.0009742794,0.0012499543,0.0021598532,0.00072761107,-0.0031881707,0.0016668333,0.0011219617,0.003677381,-0.0013230296,0.0033809058,0.0035856946,6.2617444e-05,-0.0037425084,-0.00017802096,0.0006283805,0.004569727,-0.0075369324,0.00066697487,-0.00027467756,-0.001753094,-0.0005399715,-0.0030531914,-0.001748932,0.0054951278,-0.0020314918,0.0038783022,-0.0029866947,-0.0034395219,0.00065185415,-0.00387308,6.352653e-05,-0.004416832,-0.0009863481,-0.00063335715,0.00074678764,-0.0036976652,-0.001783296,0.0024179795,0.0011499182,-0.0092876395,-0.0008690886,-0.00065628585,0.0015598943,-0.0015472808,-0.0034416604,-0.0011919625,-0.0009956486,0.0013145057,-0.00534972,-0.0023901868,0.004854694,-0.0028442321,-0.0069837472,-0.0030877595,0.0079005305,0.0076593356,2.0309557e-05,8.2104e-05,0.00033057257,-0.005614039,0.0011029664,-0.0015220378,-0.0015758318,-0.0025864556,0.0024157688,-0.0045137326,-0.0031959563
ADAMTS9,0.0014084035,-0.0004684634,0.00011126635,-0.00047523418,-0.0017965364,-0.0001296681,-0.0021364558,0.0014388849,0.0003285865,0.00036591318,-0.0010324031,-0.00077463733,0.0017195132,0.00033537814,-0.0022932333,0.00085882534,-0.001514009,-0.0015118731,0.004628768,0.00061439583,2.58306e-05,0.00093845354,-0.00014750942,-0.0002573846,0.0037278826,-0.0013869392,-0.0005241554,0.003895023,0.0046598446,-0.00038532016,-0.0034835772,-0.00044262267,0.0013760779,0.00018711275,-0.0032263459,0.0015383847,-0.0037559976,0.0017621147,-0.0045742984,0.003598219,0.0018593519,-0.004438945,-0.003706251,0.0038474477,0.00037857305,-0.0022346673,0.0021301506,4.9731465e-05,0.0008502655,0.005994206,-0.0008454414,0.0009285284,-0.0005417419,0.0034268177,0.0018560028,0.001840091,-0.00031120604,0.0023306967,-0.0020635326,0.001453101,0.0011046121,0.0005213647,0.0020006336,0.0028020532,-0.0005100908,-0.0006310003,-0.000710107,0.001934004,-0.00021562546,-0.0009988595,-0.00036833613,0.0014166322,-0.001714267,0.0015367749,0.0032055841,0.0013430769,-0.0018527743,0.002132238,0.00023822246,-3.48522e-05,0.0016449227,-0.0015193222,-0.003129258,-0.003305637,0.0054195076,-0.0003750021,-0.0042160056,0.0015179643,0.0012759703,5.637547e-05,0.00087999826,-0.00016670214,-0.0069393967,-0.0032318898,0.0075768055,0.0009781527,-0.00069245,-0.0010674231,0.0022419207,0.00142043,-0.0018740798,4.581066e-05,-0.0034656983,-0.0016335495,-0.0027526694,-0.0006876701,-0.000837724,-0.001972751,-0.00097443664,-0.0034777331,-0.003202446,8.024474e-05,0.0042982716,0.00031944117,-0.0028825856,-0.0017147554,0.0034409934,-0.0006411258,9.914631e-05,-0.00025166842,0.0055348594,-0.0013909477,0.00072885194,0.004059962,0.0024151471,0.0029227969,0.0006092335,0.00016381321,-3.0665506e-05,0.0024161988,0.0015599557,-0.0022280465,-0.00061955006,0.00039281324,-5.6577064e-05,-0.0005760794
ADAMTSL1,-0.0011284776,-0.0006157504,-0.0033112238,-0.0004405714,0.0017509712,-0.00019899313,-0.0016805608,0.0009290894,-0.0013696017,0.0044416594,0.00036902382,-0.0014197322,-0.0019544594,0.0005270159,0.0010338181,0.00015834319,-0.0037250458,0.0011682521,-0.0015221527,0.0009339469,-0.000910737,-0.0016809808,-0.001927073,-0.0036561405,0.00066873187,0.00075179304,0.0014997359,-0.0024003373,-0.00020117308,-0.0012803432,-0.0004964694,0.013024732,-0.0011054426,-0.0023772283,-2.8962457e-05,-0.00035171973,0.0014398866,-0.0003916369,0.0015807125,-0.0007370157,0.003141955,0.0004670743,-0.00047270433,-0.0022345872,-0.00281871,-0.0013166774,0.0016020793,-0.0033909373,-0.0042508263,-0.0007307614,0.0012287927,0.000938631,0.0019645668,-0.0005571119,0.0038778011,-0.0011215211,0.003732571,0.00038902255,0.002212834,0.0016484566,0.0038216657,0.0002029886,-0.0007064471,0.0018335072,0.0029377197,-0.0026004221,-0.0026881618,0.0029876379,0.0021514148,-0.0057404777,-0.0009147901,-0.0021756152,8.9053705e-05,-0.0030410774,-0.0045001907,-0.000827804,0.001257916,-0.0025515917,0.0016209807,-0.003778092,0.002776064,-0.002620112,-0.0024091736,0.0013402626,0.0057407096,0.0026784816,-0.0007326103,0.00234057,-0.00037871086,0.00023022079,-0.00023616699,-0.0055497186,0.0037689675,-0.0003215461,-0.004519419,-0.0027027656,0.0016807918,-0.0032191214,-0.0017033665,0.0036412594,-0.0018533211,-0.0013101439,-0.0025166743,0.0001485588,-0.00057738175,0.0037855436,-0.0013994161,0.0030565432,-0.0042187036,0.0033025814,-0.0013036297,0.006758468,-0.0034142733,-0.0043968973,0.0006085321,-0.002221025,0.0023701885,0.001269052,-0.0013441124,0.0003610462,2.8269516e-05,-0.0043998673,-0.0030354916,-0.001889598,-0.0037391114,0.00012483184,-0.0010642995,0.0032258136,0.0047713085,-0.00588643,-0.002437179,0.0027618678,-0.002786067,-0.0008262072,0.00037101447,-0.0031219525
ADARB1,0.0019324179,-8.833552e-05,-0.007222001,0.00017574221,-0.00011825877,0.0003451509,-0.0009463398,-0.00030262757,-0.00069209863,0.0018318894,-3.2470503e-05,-0.00030356456,0.00031167056,0.0013036529,-0.0020492284,0.0008526619,0.0025016342,0.00037164518,0.002338429,0.0010650249,0.0045601875,-0.00017658848,0.0012650009,-0.0010731348,-0.0029305317,0.0006929261,0.001010194,-0.0019259176,-0.0041095326,-0.0009994277,-0.00050622894,0.0107029835,0.0018360907,0.0005911835,0.00018481501,0.0019018474,-0.0010646394,0.0043049026,-0.003208416,0.002742198,0.002296825,0.00054251513,-0.0006873037,0.0019025021,0.00045929707,-0.0014591336,0.00032870434,0.00010499523,-0.0061536594,-0.0029922666,-0.0023597204,-0.0035174042,-0.0021094466,0.00011035429,-0.00024755206,-0.0016068468,-0.0009606515,-0.00010640746,-0.005499765,0.004300298,0.0030256126,-0.0008652863,-0.0005481117,-0.0010394036,0.0022157265,0.0018665709,-0.0007982516,-0.0022197831,0.0011330707,7.860438e-05,-0.0027157853,0.0007778915,0.00096604275,-0.0006950071,-0.00038959482,0.0012899331,0.001091079,0.0011832328,-0.001107748,-0.00059496256,-0.00022529245,-0.0015227742,-0.006069746,-0.0055859676,0.0032352095,0.0023682117,0.0015082689,0.0015025125,0.00036592627,0.0010752736,0.001219262,-0.004265782,-0.0027744807,-0.0017988009,0.0008013982,-0.0017908637,0.00038046527,0.0036588672,-0.0018393367,-0.0053656236,-0.005714534,0.0030504977,-0.0040975586,0.000870541,0.0022085945,-0.0009468193,0.0035475418,5.209041e-06,-0.008923276,0.0016387275,0.001042219,0.00097646407,-0.0027320585,0.002154278,-0.0007221372,-0.003206252,0.002495621,0.000771864,-0.001736033,-0.00031834986,0.0005667822,-0.0019580089,-0.0011290183,0.0024125567,0.0038944907,0.0019097363,-0.00020227116,0.0026195354,-0.005083734,0.0013791926,-6.500989e-05,-0.0038282687,1.302524e-06,-0.0018111621,-0.00030302702,-0.0030427729
ADARB2,0.001906727,0.0009481016,-0.0070994417,0.00016580164,-0.00030567634,-0.00048231098,-0.000743817,0.00023788272,-0.00011880646,0.0018756461,-0.0007935193,0.00019085308,0.00038230373,0.0013764473,-0.00047328277,0.0014124037,-0.002764667,-0.0028749367,0.00045587393,-0.004944506,0.0015721606,0.003979572,-0.0018151052,0.0017111858,0.002344622,0.0017940383,-0.005278153,-0.0009767817,-0.0013842798,-0.001760742,-0.00029394383,0.01606286,-0.00291172,0.0015412216,0.0018659559,0.0022756748,-0.0030001039,0.0033084336,-0.0024128458,0.001902595,-6.0570743e-05,-0.0014479266,0.00106758,-0.0009761094,-0.0029301401,-0.0029776637,0.0020265046,-0.0026423894,-0.0022178316,-0.003539743,0.0028953105,0.0021593596,-0.00062179734,0.0037100795,-0.0025600109,0.0026414036,0.0033710464,4.595624e-05,-0.005282522,0.00049386546,0.0039294623,-0.001514245,-0.0025313997,0.003544263,-0.000517369,-0.0016295208,0.0015994177,-0.0004723588,0.003234566,0.0020543195,-0.0031531337,-0.0009994694,-0.0015534192,-0.0032569938,0.002449572,0.0015065505,-0.0023488842,-0.0027733187,-0.0041497555,0.0001060866,0.0012961001,-0.0031539619,-0.0032253424,-0.0022255552,0.002467335,-0.00088586565,-0.00055537175,-0.000627963,-0.0010984021,0.0023357274,0.00093921524,-0.0030981272,0.0036800064,0.0032292032,0.0019980147,-0.0037987386,-0.0013792379,-0.00112679,0.00284256,-0.0005104743,-0.0037372657,-0.00095968304,0.0024750538,0.0012103762,-0.0014816691,-0.0010724094,0.00032100358,0.0019427988,-0.0072319848,0.00026046854,-0.004477363,0.00027399533,-0.00037258113,-0.0020556662,-0.0021936954,-0.0027127212,0.005313851,0.0014198221,-0.0028159793,-0.0033914754,-0.0020004974,-0.0016570655,-0.004668909,0.00046278356,-0.0010245675,0.0034239276,-0.0044137696,0.0033953118,0.0030410977,0.0026286487,-0.0025596675,-0.0023889297,0.00278127,-0.0026775997,-0.0011704457,-0.005122188
ADCY2,0.0014347971,-1.2440449e-05,-0.012033,0.00090477435,-0.00012820264,0.00021393488,-0.002466343,0.00010771488,-0.0003441393,0.0027518312,-0.00019709107,-0.0019753473,-0.0020117268,5.7192603e-05,0.0014934888,0.00053839845,-0.004493274,0.0017508682,0.0020882408,0.0014927969,-0.003694643,-0.0013689441,-0.0004943737,0.00018633503,-0.002427487,-0.00083970284,0.0020677024,0.0014691344,0.001608487,-0.0013716226,0.0010327486,0.026749944,-0.0057763197,0.00067855767,0.0017089131,0.00077270914,-0.0018175828,-0.0013205761,0.002051553,0.0010326741,0.002827808,-0.00022692328,-0.00047838525,-0.0016830949,-0.003513633,-0.002441347,0.0023512517,-0.0022847669,0.0011114867,-0.0031195516,0.0035165853,-0.0026091847,-0.0010133871,0.0004761694,-0.0013512732,0.0018142924,-0.0020708144,0.0023378404,-0.0034827976,0.000328026,0.0016103549,-0.002715343,-0.0015562472,-0.0023979426,-0.002476051,0.0012820117,-0.0026627989,-0.0039081387,0.00023418167,0.0053778784,-0.0044438457,-0.005702823,-0.0015946358,-0.0017227958,0.0030902198,-0.0011932249,-0.0042045084,-0.0029366852,-0.004973794,2.4305404e-05,0.0016739633,-0.009439083,-9.774342e-05,-0.0016753299,0.0045407116,-0.0010357422,-0.0045137545,0.0030321484,0.0023951812,0.004576242,0.00348507,-0.0049840435,-0.002323407,0.0031110207,-0.006865208,-0.00048333182,-0.002647918,-4.7098612e-05,0.0017844877,0.00037993028,-0.0012479445,-0.00019457315,0.0012513635,-0.0013725263,0.0050645084,-0.00063987623,-0.0009109072,0.0018186618,-0.010813379,-0.002009611,0.0066353045,0.002020677,-0.0007552125,-0.0021814809,-0.00079962396,-0.0039698216,-0.0028797847,-0.0026363581,-0.0024165288,0.0005337098,-0.0018598001,-0.009193326,0.004267263,2.3429402e-05,-0.0006445057,0.006809484,-0.0042850687,-0.0018210738,0.0030450327,-0.0025548192,-0.004763908,-0.00012443637,-0.003804642,-0.0035579589,-0.0013598981,-0.005932688
